"funding_total_usd ";"name";"market ";"funding_rounds";"founded_at";"first_funding_at";"Statuts"
"1000000";"Appreciation Engine";"SaaS ";3;2010-01-01 00:00:00;2010-02-01 00:00:00;0
"700000";"AppRedeem";"Mobile ";1;2010-09-01 00:00:00;2011-06-16 00:00:00;0
"800000";"Apprema";"E-Commerce ";1;2007-08-23 00:00:00;2007-11-01 00:00:00;1
"31000000";"Apprenda";"PaaS ";3;2007-01-01 00:00:00;2009-11-09 00:00:00;0
"27500000";"Apprion";"Mobile ";3;2004-01-01 00:00:00;2006-01-24 00:00:00;0
"40000";"Apps Genius";"Games ";1;2009-01-01 00:00:00;2010-04-22 00:00:00;1
"500000";"AppSame";"E-Commerce ";1;2010-05-10 00:00:00;2011-03-18 00:00:00;0
"40000";"Appscend";"QR Codes ";1;2010-05-01 00:00:00;2012-12-05 00:00:00;0
"7000000";"Appscio";"Software ";2;2006-01-01 00:00:00;2007-03-20 00:00:00;1
"70978783";"AppSense";"Virtualization ";2;1996-09-01 00:00:00;2011-02-22 00:00:00;0
"7100000";"AppsFlyer";"Mobile ";3;2011-04-01 00:00:00;2012-01-01 00:00:00;0
"30000";"appsplit";"Mobile ";1;2011-01-12 00:00:00;2011-01-12 00:00:00;0
"13304915";"appssavvy";"Advertising ";4;2008-01-01 00:00:00;2008-10-07 00:00:00;0
"1155000";"Appstores.com";"Mobile ";2;2010-05-24 00:00:00;2010-08-01 00:00:00;0
"10671168";"AppTap";"Apps ";5;2008-01-01 00:00:00;2008-04-01 00:00:00;0
"6515000";"Apptentive";"Finance ";4;2011-03-10 00:00:00;2012-07-05 00:00:00;0
"30240000";"Apptera";"Advertising ";3;2001-01-01 00:00:00;2007-06-19 00:00:00;0
"200000";"ApptheGame";"Sports ";2;2011-01-01 00:00:00;2012-08-15 00:00:00;0
"6250000";"Appthority";"Security ";1;2011-06-01 00:00:00;2012-05-02 00:00:00;0
"618000";"AppThwack";"Cyber Security ";2;2012-03-29 00:00:00;2012-10-08 00:00:00;0
"282355";"Appticles";"Digital Media ";2;2012-11-01 00:00:00;2010-08-01 00:00:00;0
"2100000";"Apptimize";"Enterprise Software ";3;2013-01-01 00:00:00;2013-06-01 00:00:00;0
"136000000";"Apptio";"SaaS ";7;2007-11-01 00:00:00;2007-11-15 00:00:00;0
"1350000";"Apptive";"E-Commerce ";3;2012-10-01 00:00:00;2013-06-24 00:00:00;0
"1767000";"Apptopia";"Big Data Analytics ";8;2011-11-06 00:00:00;2011-10-01 00:00:00;0
"23660962";"AppTrigger";"Public Relations ";2;2002-01-01 00:00:00;2007-12-13 00:00:00;0
"6250000";"Appurify";"Testing ";2;2012-04-01 00:00:00;2012-04-01 00:00:00;0
"2500000";"Appvance";"Software ";1;2012-01-01 00:00:00;2014-03-15 00:00:00;0
"2000000";"AppVault";"Media ";1;2001-01-01 00:00:00;2004-01-01 00:00:00;0
"225000";"AppwoRx";"Enterprise Software ";1;2009-01-01 00:00:00;2013-05-02 00:00:00;0
"2725000";"Appy Couple";"Curated Web ";3;2011-01-01 00:00:00;2012-01-09 00:00:00;0
"10000";"Appy Pie";"Advertising ";1;2013-01-14 00:00:00;2013-08-28 00:00:00;0
"3000000";"AppZero";"Video ";1;2009-01-01 00:00:00;2014-03-05 00:00:00;0
"30000000";"APR Energy";"Distributed Generation ";1;2004-01-01 00:00:00;2009-03-01 00:00:00;0
"54673231";"Aprecia Pharmaceuticals";"Biotechnology ";7;2003-01-01 00:00:00;2007-05-18 00:00:00;0
"700000";"Aprexis Health Solutions";"Software ";1;2008-01-01 00:00:00;2011-08-09 00:00:00;0
"14500000";"Aprimo";"Enterprise Software ";1;1998-01-01 00:00:00;2005-01-01 00:00:00;0
"26721134";"aPriori Technologies";"Software ";5;2003-01-01 00:00:00;2005-03-07 00:00:00;0
"22000000";"Aprius";"Hardware + Software ";2;2006-06-01 00:00:00;2006-01-01 00:00:00;0
"20159162";"Apriva";"Mobile ";2;1999-01-01 00:00:00;2011-07-12 00:00:00;0
"20000";"APROOFED";"Education ";1;2013-02-01 00:00:00;2013-06-01 00:00:00;0
"1875000";"Apropose";"Design ";1;2013-09-15 00:00:00;2014-09-11 00:00:00;0
"125000";"Apruve";"E-Commerce ";1;2013-01-01 00:00:00;2014-01-12 00:00:00;0
"14800000";"Apsalar";"Data Integration ";3;2010-05-01 00:00:00;2010-11-01 00:00:00;0
"667139";"Apse";"Agriculture ";2;2011-01-01 00:00:00;2012-01-01 00:00:00;0
"13292327";"Aptana";"Software ";2;2007-01-01 00:00:00;2009-02-27 00:00:00;0
"36300000";"Aptera";"Automotive ";3;2003-01-01 00:00:00;2008-07-25 00:00:00;1
"120000";"Aptible";"Health Care ";2;2013-04-01 00:00:00;2014-07-16 00:00:00;0
"1200000";"Aptidata";"Business Intelligence ";2;2011-08-03 00:00:00;2012-01-11 00:00:00;0
"1000000";"Aptito";"Software ";2;2011-01-11 00:00:00;2011-01-11 00:00:00;0
"2375000";"Apto";"Commercial Real Estate ";2;2012-01-01 00:00:00;2014-07-29 00:00:00;0
"37000000";"Apttus";"Software ";1;2006-01-01 00:00:00;2013-09-17 00:00:00;0
"4600000";"Apture";"Curated Web ";2;2007-06-01 00:00:00;2007-07-01 00:00:00;0
"40000000";"Aptus Endosystems";"Health Care ";2;2002-01-01 00:00:00;2010-08-30 00:00:00;0
"359742";"APU Solutions";"E-Commerce ";1;1999-01-01 00:00:00;2009-09-08 00:00:00;0
"15612936";"APX Labs";"Software ";1;2010-01-01 00:00:00;2014-05-22 00:00:00;0
"40000";"Aqua Gardens Family Farm";"Hospitality ";1;2011-06-01 00:00:00;2014-10-24 00:00:00;0
"785000";"Aqua Skin Science";"Health and Wellness ";1;2009-01-01 00:00:00;2010-12-30 00:00:00;0
"150000";"Aquacue";"Manufacturing ";1;2009-03-26 00:00:00;2011-04-06 00:00:00;0
"3739263";"AquaMost";"Clean Technology ";3;2006-01-01 00:00:00;2011-12-30 00:00:00;0
"153624633";"Aquantia";"Semiconductors ";7;2004-01-01 00:00:00;2005-09-27 00:00:00;0
"327260";"Aquarius Biotechnologies";"Biotechnology ";1;2013-01-01 00:00:00;2013-10-15 00:00:00;0
"200000";"Aqueous Biomedical";"Biotechnology ";1;2005-01-01 00:00:00;2009-08-25 00:00:00;0
"20000000";"Aquest Systems";"Semiconductors ";1;2004-01-01 00:00:00;2007-02-26 00:00:00;1
"90600000";"AqueSys";"Medical Devices ";3;2006-01-01 00:00:00;2010-06-02 00:00:00;0
"1722500";"Aquicore";"Energy Management ";4;2012-10-01 00:00:00;2012-10-13 00:00:00;0
"150910788";"Aquion Energy";"Clean Technology ";5;2008-01-01 00:00:00;2008-06-13 00:00:00;0
"8000000";"Aquto";"Mobile Advertising ";1;2012-02-01 00:00:00;2012-03-01 00:00:00;0
"165000";"Araca";"Semiconductors ";1;2004-01-01 00:00:00;2014-04-16 00:00:00;0
"616666";"Arachno";"Software ";1;2009-01-01 00:00:00;2012-08-30 00:00:00;0
"2500000";"Aragon Consulting Group";"Enterprise Software ";1;2005-12-01 00:00:00;2008-05-20 00:00:00;0
"122000000";"Aragon Pharmaceuticals";"Biotechnology ";4;2009-01-01 00:00:00;2009-05-27 00:00:00;0
"25000000";"Aragon Surgical";"Health Care ";1;2005-01-01 00:00:00;2008-01-07 00:00:00;0
"76750000";"Aratana Therapeutics";"Health Care ";4;2010-01-01 00:00:00;2011-01-07 00:00:00;0
"39868500";"Aravo Solutions";"Enterprise Software ";4;2000-02-01 00:00:00;2007-08-01 00:00:00;0
"34800000";"Arbor Pharmaceuticals";"Biotechnology ";1;2006-01-01 00:00:00;2010-11-11 00:00:00;0
"8300000";"ArborMetrix";"Health Care ";2;2011-01-01 00:00:00;2013-07-16 00:00:00;0
"150000";"Arbsource";"Clean Technology ";1;2011-01-01 00:00:00;2012-06-01 00:00:00;0
"101000000";"Arcadia Biosciences";"Biotechnology ";5;2002-01-01 00:00:00;2005-06-15 00:00:00;0
"500000";"Arcamed";"Manufacturing ";1;2011-01-01 00:00:00;2014-02-12 00:00:00;0
"540000";"Arcametrics Systems, Inc.";"Analytics ";4;2008-01-01 00:00:00;2012-08-27 00:00:00;0
"390000";"ArcaNatura LLC";"Pets ";3;2011-01-01 00:00:00;2011-01-01 00:00:00;0
"28000";"Arcaris";"Cloud Computing ";1;2012-04-17 00:00:00;2012-11-01 00:00:00;0
"135000";"arcbazar.com";"Curated Web ";2;2010-01-01 00:00:00;2012-10-26 00:00:00;0
"2500000";"Arch Grants";"Finance ";1;2011-05-01 00:00:00;2012-02-21 00:00:00;0
"15000000";"Arch Rock Corporation";"Software ";2;2005-01-01 00:00:00;2005-10-01 00:00:00;0
"3295397";"Arch Therapeutics";"Biotechnology ";3;2006-01-01 00:00:00;2010-09-21 00:00:00;0
"3535000";"Archetypes";"Social Media ";1;2011-01-01 00:00:00;2011-08-26 00:00:00;0
"10000";"Archevos";"Software ";2;2009-08-26 00:00:00;2012-09-20 00:00:00;0
"17393712";"Archipelago Learning";"Curated Web ";1;2000-01-01 00:00:00;2010-06-11 00:00:00;0
"135000";"Architexa";"Software ";1;2007-01-01 00:00:00;2012-01-13 00:00:00;0
"3508711";"Architizer";"Real Estate ";3;2009-11-01 00:00:00;2014-01-21 00:00:00;0
"1116000";"ArchiveSocial";"Enterprise Software ";4;2011-01-01 00:00:00;2012-03-01 00:00:00;0
"8150000";"Arcion Therapeutics";"Biotechnology ";4;2007-01-01 00:00:00;2010-02-01 00:00:00;0
"3000000";"ArcMail";"Messaging ";1;2005-01-01 00:00:00;2009-01-01 00:00:00;0
"42000000";"Arcot Systems";"Security ";3;1997-01-01 00:00:00;2005-05-10 00:00:00;0
"26914000";"ArcSight";"Security ";3;2000-01-01 00:00:00;2000-01-01 00:00:00;0
"20000000";"ArcSoft";"Digital Media ";1;1994-03-01 00:00:00;2011-09-19 00:00:00;0
"1600000";"Arctic Island LLC";"Angels ";2;2012-03-21 00:00:00;2012-04-06 00:00:00;0
"16200000";"Arctic Sand Technologies";"Hardware + Software ";2;2010-01-01 00:00:00;2012-06-11 00:00:00;0
"35000";"Arctrieval";"Health and Wellness ";1;2009-01-01 00:00:00;2010-07-12 00:00:00;0
"6300000";"Arcturus Therapeutics Inc.";"Therapeutics ";2;2013-01-01 00:00:00;2013-06-01 00:00:00;0
"35013694";"Ardelyx";"Biotechnology ";2;2007-01-01 00:00:00;2010-11-16 00:00:00;0
"40000";"Arden Reed";"E-Commerce ";1;2011-07-01 00:00:00;2012-08-10 00:00:00;0
"64080000";"Ardian";"Health Care ";3;2003-01-01 00:00:00;2005-01-01 00:00:00;0
"1875000";"Ardica Technologies";"Hardware + Software ";1;2004-01-01 00:00:00;2012-03-30 00:00:00;0
"2900150";"Ardmore Regional Surgery Center";"Health and Wellness ";1;2002-05-01 00:00:00;2011-12-07 00:00:00;0
"100000";"ARE Telecom & Wind";"Networking ";1;2013-10-24 00:00:00;2014-06-23 00:00:00;0
"3359333";"Are You a Human";"Software ";5;2011-01-01 00:00:00;2011-07-26 00:00:00;0
"900000";"Area 52 Games";"Mobile Games ";2;2013-06-04 00:00:00;2013-11-05 00:00:00;0
"80000000";"Arecont Vision";"Manufacturing ";1;2003-01-01 00:00:00;2014-04-08 00:00:00;0
"750000";"Arena Online";"Online Gaming ";1;2014-08-01 00:00:00;2014-12-24 00:00:00;0
"42952301";"Arena Solutions";"Software ";6;2000-01-01 00:00:00;2003-10-20 00:00:00;0
"37000000";"Ares Commercial Real Estate Corporation";"Real Estate ";1;2011-01-01 00:00:00;2013-09-12 00:00:00;0
"150000";"AREVS";"Energy ";1;2012-09-01 00:00:00;2013-01-31 00:00:00;0
"611076";"Arganteal";"Analytics ";1;2012-01-01 00:00:00;2013-12-15 00:00:00;0
"178540";"Argo Navis Consulting";"News ";1;2010-01-01 00:00:00;2010-12-27 00:00:00;0
"2323000";"Argo Tea";"Hospitality ";1;2003-01-01 00:00:00;2010-05-19 00:00:00;0
"1000000";"Argon 1 Credit Facility";"Venture Capital ";1;2013-12-01 00:00:00;2014-01-07 00:00:00;0
"500000";"ArgoPay";"Mobile Payments ";1;2013-01-01 00:00:00;2013-05-01 00:00:00;0
"1760000";"Argos Risk";"Software ";2;2010-01-01 00:00:00;2013-02-22 00:00:00;0
"118352074";"Argos Therapeutics";"Health Care ";6;1997-01-01 00:00:00;2010-09-21 00:00:00;0
"200000";"Argus Insights";"Analytics ";1;2009-07-01 00:00:00;2010-05-01 00:00:00;0
"20995129";"Argyle Data";"Software ";7;2009-01-01 00:00:00;2010-06-08 00:00:00;0
"1565000";"Argyle Social";"Online Scheduling ";2;2010-02-05 00:00:00;2010-10-01 00:00:00;0
"350000";"Aria Analytics";"Analytics ";1;2003-01-01 00:00:00;2007-11-12 00:00:00;0
"1750000";"Aria Glassworks";"Software ";1;2010-01-01 00:00:00;2011-02-17 00:00:00;1
"4650000";"Aria Retirement Solutions";"Finance ";2;2011-01-01 00:00:00;2012-02-03 00:00:00;0
"81200000";"Aria Systems";"Enterprise Software ";4;2003-01-01 00:00:00;2007-11-07 00:00:00;0
"100000";"Ariadne Diagnostics";"Biotechnology ";1;2011-12-01 00:00:00;2013-01-01 00:00:00;0
"1100000";"Ariel Way";"Mobile ";1;2001-01-01 00:00:00;2011-04-27 00:00:00;1
"360000";"Aries TCO, Inc.";"Corporate IT ";4;2006-06-19 00:00:00;2006-10-29 00:00:00;0
"5000000";"Arigo";"Software ";1;2007-01-01 00:00:00;2007-12-01 00:00:00;0
"13050000";"ARIO Data Networks";"Hardware + Software ";2;2000-01-01 00:00:00;2005-04-01 00:00:00;0
"10000000";"Arisaph Pharmaceuticals";"Biotechnology ";1;1999-01-01 00:00:00;2013-11-01 00:00:00;0
"7100000";"Arisdyne Systems";"Clean Technology ";2;2006-01-01 00:00:00;2008-06-27 00:00:00;0
"1500000";"Arista Power";"Clean Technology ";1;2001-01-01 00:00:00;2014-04-03 00:00:00;0
"99360000";"Aristos Logic";"Hardware + Software ";2;2000-01-01 00:00:00;2006-01-01 00:00:00;0
"2450000";"Aristotle Circle";"Education ";2;2009-08-01 00:00:00;2010-08-19 00:00:00;0
"622000";"Arithmatica";"Software ";1;1998-01-01 00:00:00;2007-01-01 00:00:00;1
"10000";"Arizona Tamale Factory";"Manufacturing ";1;2010-10-31 00:00:00;2013-10-05 00:00:00;0
"5250000";"Ark";"Search ";3;2011-01-01 00:00:00;2007-01-01 00:00:00;0
"5025000";"Arkadium";"Games ";2;2001-01-01 00:00:00;2002-09-01 00:00:00;0
"1800000";"Arkami";"Hardware + Software ";1;2012-04-01 00:00:00;2013-08-13 00:00:00;0
"600000";"Arkansas World Trade Center";"Business Analytics ";1;2007-01-01 00:00:00;2014-09-29 00:00:00;0
"4080000";"Arkeia Software";"Open Source ";1;1996-01-01 00:00:00;2007-07-16 00:00:00;0
"300000";"Arkeo";"Defense ";1;2012-01-01 00:00:00;2012-12-01 00:00:00;0
"1000000";"Armasight";"Manufacturing ";1;2011-01-01 00:00:00;2012-04-30 00:00:00;0
"1347000";"ArmedZilla";"Social Media ";2;2009-09-29 00:00:00;2009-10-16 00:00:00;0
"7000000";"Armetheon";"Pharmaceuticals ";1;2011-01-01 00:00:00;2014-08-28 00:00:00;0
"1000000";"ARMGO,Pharma,Inc.";"Biotechnology ";1;2004-01-01 00:00:00;2011-08-24 00:00:00;0
"2000000";"Armor5";"Mobile Commerce ";1;2011-01-01 00:00:00;2013-02-27 00:00:00;0
"955000";"Armorize Technologies";"Web Tools ";2;2005-01-01 00:00:00;2006-01-13 00:00:00;0
"1120500";"ArmorText";"Mobile ";2;2011-09-01 00:00:00;2013-02-05 00:00:00;0
"283500";"Armory Fuel";"Retail ";1;2014-02-11 00:00:00;2014-10-02 00:00:00;0
"600000";"Armory Technologies, Inc.";"Software ";1;2011-01-01 00:00:00;2013-09-16 00:00:00;0
"2049999";"Armune BioScience";"Biotechnology ";3;2005-01-01 00:00:00;2009-08-11 00:00:00;0
"275000";"aroundtheway";"Music ";1;2009-12-12 00:00:00;2010-01-15 00:00:00;0
"2500000";"AroundWire";"Social Commerce ";1;2010-01-01 00:00:00;2013-10-29 00:00:00;0
"195000";"Arpeggi";"Biotechnology ";1;2012-01-01 00:00:00;2013-01-31 00:00:00;0
"15564591";"ARPU";"Advertising ";3;2005-05-01 00:00:00;2006-07-01 00:00:00;1
"3900000";"Arradiance";"Hardware + Software ";2;2003-01-01 00:00:00;2009-09-25 00:00:00;0
"13425000";"Array Health Solutions";"Enterprise Software ";5;2006-01-01 00:00:00;2008-08-01 00:00:00;0
"30000000";"ArrayComm";"Software ";1;1992-01-01 00:00:00;2007-09-24 00:00:00;0
"12638309";"Arrayent";"Software ";3;2002-01-01 00:00:00;2009-12-01 00:00:00;0
"1083000";"Arrayent Health";"Software ";2;2011-01-01 00:00:00;2011-12-30 00:00:00;0
"1000000";"Arrayit";"Enterprise Software ";1;1993-01-01 00:00:00;2013-11-01 00:00:00;0
"14000000";"ArrayPower, Inc.";"Clean Technology ";1;2008-01-01 00:00:00;2010-08-25 00:00:00;0
"10000";"ArriveBefore";"Travel ";1;2012-06-16 00:00:00;2012-10-02 00:00:00;0
"40000";"Arrively";"Public Transportation ";1;2013-01-01 00:00:00;2013-03-08 00:00:00;0
"3665350";"Arrogene";"Biotechnology ";4;2007-01-01 00:00:00;2010-10-12 00:00:00;0
"58900000";"Arroweye Solutions";"Payments ";7;1999-01-01 00:00:00;2000-03-31 00:00:00;0
"65982896";"Arrowhead Research";"Biotechnology ";3;2004-01-01 00:00:00;2009-08-13 00:00:00;0
"6750000";"Arrowsight";"Manufacturing ";1;2002-01-01 00:00:00;2009-11-11 00:00:00;0
"12000000";"Arroyo Video Solutions";"Games ";1;2002-01-01 00:00:00;2005-03-02 00:00:00;0
"34288808";"Arsenal Medical";"Biotechnology ";8;2005-01-01 00:00:00;2009-04-14 00:00:00;0
"28000000";"Arsenal Vascular";"Biotechnology ";5;2005-01-01 00:00:00;2010-01-14 00:00:00;0
"53999998";"Arstasis";"Health Care ";3;2006-01-01 00:00:00;2011-05-31 00:00:00;0
"100 ";"Art of the Dream";"Games ";1;2014-01-03 00:00:00;2014-05-17 00:00:00;0
"40000";"Art Sumo";"Shopping ";1;2011-01-15 00:00:00;2012-02-10 00:00:00;0
"26240000";"Art.com";"Design ";3;1998-01-01 00:00:00;2004-04-21 00:00:00;0
"50000";"artandseek";"Auctions ";1;2007-06-27 00:00:00;2007-06-27 00:00:00;1
"3276082";"Artax Biopharma";"Biotechnology ";2;2013-01-01 00:00:00;2013-09-26 00:00:00;0
"3200000";"ArtBinder";"Software ";1;2010-01-01 00:00:00;2014-07-01 00:00:00;0
"200000";"ArtCorgi";"Design ";1;2013-01-01 00:00:00;2014-05-01 00:00:00;0
"30000000";"Arteaus Therapeutics";"Biotechnology ";2;2011-01-01 00:00:00;2011-10-19 00:00:00;0
"90000";"Arterial Health International";"Biotechnology ";1;2009-01-01 00:00:00;2010-06-28 00:00:00;0
"28100000";"Arteris";"Hardware + Software ";3;2003-01-01 00:00:00;2007-06-19 00:00:00;0
"2336224";"ArthroCAD";"Hardware + Software ";2;2011-01-01 00:00:00;2013-01-14 00:00:00;0
"10000000";"Article One Partners";"Software ";2;2008-01-01 00:00:00;2009-12-15 00:00:00;0
"410000";"Articulate Technologies";"Technology ";1;2007-01-01 00:00:00;2010-02-12 00:00:00;0
"800000";"Artify It";"Design ";1;2012-01-01 00:00:00;2012-04-25 00:00:00;0
"2500000";"Artillery";"Video Games ";1;2011-12-30 00:00:00;2012-08-03 00:00:00;0
"31500000";"Artimi";"Semiconductors ";1;2002-01-01 00:00:00;2007-03-21 00:00:00;0
"7000000";"Artisan Mobile";"Software ";2;2010-01-01 00:00:00;2012-04-11 00:00:00;0
"85381111";"Artisan Pharma";"Biotechnology ";5;2006-01-01 00:00:00;2006-09-06 00:00:00;0
"2000000";"Artist Growth";"Mobile ";1;2011-01-01 00:00:00;2013-03-15 00:00:00;0
"7000";"Artlu Media Net Corporation";"Public Relations ";1;1998-10-26 00:00:00;2014-06-20 00:00:00;0
"390000";"Artsicle";"Art ";1;2010-08-01 00:00:00;2011-11-02 00:00:00;0
"6000";"ArtSquare";"Marketplaces ";1;2012-01-01 00:00:00;2013-05-01 00:00:00;0
"25940053";"Artsy";"Design ";5;2009-01-01 00:00:00;2010-01-01 00:00:00;0
"145000";"ARTtwo50";"Startups ";2;2012-09-01 00:00:00;2012-12-31 00:00:00;0
"6883956";"ArtusLabs";"Software ";3;2007-01-01 00:00:00;2008-06-26 00:00:00;0
"500000";"ArtVentive Medical Group";"Health Care ";1;2007-01-01 00:00:00;2011-06-28 00:00:00;0
"30000000";"Aruba Networks";"Communications Hardware ";1;2002-01-01 00:00:00;2006-10-30 00:00:00;0
"47409";"Arubixs";"Consumer Electronics ";1;2013-05-11 00:00:00;2014-09-24 00:00:00;0
"3770000";"Aruspex";"Career Management ";1;2003-12-17 00:00:00;2008-06-10 00:00:00;0
"15000000";"Arvinas";"Biotechnology ";1;2013-01-01 00:00:00;2013-09-26 00:00:00;0
"17047324";"Arxan Technologies";"Security ";3;2001-01-01 00:00:00;2007-03-05 00:00:00;0
"81166500";"Aryaka Networks";"Enterprise Software ";6;2008-11-01 00:00:00;2009-05-22 00:00:00;0
"250000";"Arynga";"Automotive ";1;2012-01-01 00:00:00;2012-11-08 00:00:00;0
"3000000";"As It Is";"Web Hosting ";1;1999-01-01 00:00:00;2008-02-25 00:00:00;0
"38200000";"Asana";"Collaboration ";4;2009-01-01 00:00:00;2008-09-01 00:00:00;0
"1946775";"Asantae";"Health and Wellness ";2;2009-01-01 00:00:00;2011-01-18 00:00:00;0
"200000";"ASC Information Technology";"Software ";1;2004-01-01 00:00:00;2010-02-26 00:00:00;1
"1325000";"ASC Madison";"Health and Wellness ";1;2011-01-01 00:00:00;2011-08-25 00:00:00;0
"905300";"Ascalon International";"Biotechnology ";2;2009-01-01 00:00:00;2010-05-05 00:00:00;0
"1000000";"Ascendify";"Software ";1;2012-06-01 00:00:00;2013-04-09 00:00:00;0
"3615000";"Ascenergy";"Oil and Gas ";2;2008-01-01 00:00:00;2013-12-10 00:00:00;0
"18664050";"Ascension Orthopedics";"Diagnostics ";1;1996-01-01 00:00:00;2011-07-20 00:00:00;0
"107000000";"Ascent Corporation";"Web Hosting ";1;1998-01-01 00:00:00;2012-04-18 00:00:00;0
"33320000";"Ascent Solar Technologies";"Clean Technology ";6;2005-01-01 00:00:00;2011-08-29 00:00:00;0
"360000";"Asclepius Farms";"Medical ";1;2014-04-01 00:00:00;2014-05-18 00:00:00;0
"100000000";"Ascletis";"Health and Wellness ";1;2011-01-01 00:00:00;2011-04-06 00:00:00;0
"20000000";"Asempra Technologies";"Software ";1;2003-01-01 00:00:00;2006-02-13 00:00:00;0
"28000000";"Aseptia";"Manufacturing ";1;2006-01-01 00:00:00;2014-03-04 00:00:00;0
"34860000";"Asetek";"Computers ";3;2000-01-01 00:00:00;2005-12-21 00:00:00;0
"1164000";"Ashlar Holdings";"Health and Wellness ";1;2006-01-01 00:00:00;2011-08-01 00:00:00;0
"40000000";"ASI System Integration";"Consulting ";1;2005-01-01 00:00:00;2013-03-13 00:00:00;0
"3500000";"Asian Food Center";"Hospitality ";1;2007-01-01 00:00:00;2014-03-27 00:00:00;0
"25000000";"Ask.com";"Social Media ";2;1996-04-01 00:00:00;1996-01-01 00:00:00;0
"600000";"AskNshare";"Social Network Media ";2;2009-01-01 00:00:00;2009-04-05 00:00:00;0
"187500";"AskU";"Knowledge Management ";1;2014-05-01 00:00:00;2014-08-01 00:00:00;0
"1833943";"Asl Analytical";"Biotechnology ";2;2005-01-01 00:00:00;2013-07-11 00:00:00;0
"16925741";"Asmacure Ltée";"Biotechnology ";3;2002-01-01 00:00:00;2007-05-08 00:00:00;0
"5600000";"aSmallWorld";"Social Media ";2;2004-03-01 00:00:00;2006-05-22 00:00:00;0
"7000000";"Asoka";"Hardware + Software ";1;2001-01-01 00:00:00;2007-10-04 00:00:00;0
"136000000";"Aspen Aerogels";"Clean Technology ";6;2001-01-01 00:00:00;2008-06-25 00:00:00;0
"14932595";"Aspen Avionics";"Public Transportation ";2;2004-01-01 00:00:00;2012-10-11 00:00:00;0
"100000";"Aspen Evian";"Hospitality ";1;2013-12-02 00:00:00;2014-03-10 00:00:00;0
"400000";"Aspire";"Enterprise Software ";1;2013-11-01 00:00:00;2014-07-18 00:00:00;0
"5025000";"Aspire Bariatrics";"Biotechnology ";1;2004-01-01 00:00:00;2014-07-01 00:00:00;0
"2950000";"ASPIRE Beverages";"Hospitality ";2;2012-01-01 00:00:00;2013-07-08 00:00:00;0
"6500004";"Aspire Health";"Health and Wellness ";3;2011-01-01 00:00:00;2013-07-24 00:00:00;0
"6500000";"Assay Depot";"Outsourcing ";3;2007-01-01 00:00:00;2007-10-08 00:00:00;0
"375000";"Assembla";"Tracking ";1;2005-01-01 00:00:00;2007-05-01 00:00:00;0
"28000";"Assemblage";"Real Time ";1;2013-08-01 00:00:00;2013-07-11 00:00:00;0
"2900000";"Assembly";"Software ";2;2013-01-01 00:00:00;2013-01-01 00:00:00;0
"40000";"AssertID";"Security ";1;2007-01-01 00:00:00;2011-01-28 00:00:00;0
"100000";"Asset Tracking Technologies";"Small and Medium Businesses ";1;2014-01-01 00:00:00;2014-07-19 00:00:00;0
"200000";"Asset Vue LLC.";"RFID ";1;2011-08-11 00:00:00;2011-10-23 00:00:00;0
"535000";"Asseta";"Manufacturing ";3;2013-01-01 00:00:00;2013-03-01 00:00:00;0
"3000000";"AssetAvenue";"Real Estate Investors ";1;2013-12-01 00:00:00;2014-09-12 00:00:00;0
"50800000";"ASSIA";"Software ";3;2003-01-01 00:00:00;2009-11-02 00:00:00;0
"1000000";"Assignment Editor";"News ";2;1999-07-01 00:00:00;2001-03-31 00:00:00;0
"250000";"Associated Material Processing";"Manufacturing ";2;2011-11-14 00:00:00;2011-08-26 00:00:00;0
"5700000";"AssuraMed";"Health and Wellness ";1;2007-01-01 00:00:00;2012-03-23 00:00:00;0
"180000";"ASSURED INFORMATION SECURITY";"Hardware + Software ";1;2001-01-01 00:00:00;2010-05-20 00:00:00;0
"7000000";"Assured Labor";"Curated Web ";3;2008-05-01 00:00:00;2010-04-29 00:00:00;0
"74680725";"Assurex Health";"Biotechnology ";8;2006-01-01 00:00:00;2008-06-15 00:00:00;0
"53000000";"Aster Data Systems";"Analytics ";4;2005-07-01 00:00:00;2005-11-01 00:00:00;0
"8000000";"Asteres";"Biotechnology ";4;2003-01-01 00:00:00;2003-09-23 00:00:00;0
"12500000";"Asterias Biotherapeutics";"Biotechnology ";1;2012-01-01 00:00:00;2014-06-17 00:00:00;0
"340419";"Asterisk";"Advertising ";1;2012-01-01 00:00:00;2012-10-03 00:00:00;1
"50000000";"Asthmatx";"Health Care ";1;2003-01-01 00:00:00;2007-05-16 00:00:00;0
"25000";"Astrall, Inc";"E-Commerce Platforms ";1;2013-04-01 00:00:00;2014-09-25 00:00:00;0
"1900000";"Astrid";"Productivity Software ";2;2008-01-01 00:00:00;2011-03-01 00:00:00;0
"1175000";"Astro";"Home Automation ";3;2014-04-20 00:00:00;2013-03-14 00:00:00;0
"106134083";"Astute Medical";"Biotechnology ";6;2007-01-01 00:00:00;2008-05-01 00:00:00;0
"22209289";"Astute Networks";"Enterprise Software ";4;2000-01-01 00:00:00;2009-09-28 00:00:00;0
"80000000";"Asuragen";"Biotechnology ";4;2006-01-01 00:00:00;2006-06-01 00:00:00;0
"300000";"Asurint";"Security ";1;2004-01-01 00:00:00;2009-09-15 00:00:00;0
"5425020";"Atavist";"Software ";3;2009-01-01 00:00:00;2012-05-28 00:00:00;0
