"funding_total_usd ";"name";"market ";"status";"funding_rounds";"founded_at";"first_funding_at";"Statuts"
"26375917";"Calhoun Vision";"Health Care ";"operating";3;1999-01-01 00:00:00;2010-08-27 00:00:00;0
"19800000";"Calibra Medical";"Biotechnology ";"acquired";4;2004-01-01 00:00:00;2009-11-24 00:00:00;0
"975000";"Calibrus";"Enterprise Software ";"operating";2;1999-01-01 00:00:00;2009-10-20 00:00:00;0
"6014820";"Calico Energy Services";"Software ";"operating";3;2009-01-01 00:00:00;2011-04-05 00:00:00;0
"58136220";"Calient Technologies";"Data Centers ";"operating";4;1999-01-01 00:00:00;2009-04-17 00:00:00;0
"16000000";"California Bank of Commerce";"Banking ";"operating";1;2007-01-01 00:00:00;2014-06-30 00:00:00;0
"3000000";"California Interactive Technologies";"Education ";"closed";1;2009-01-01 00:00:00;2011-11-07 00:00:00;1
"1950000";"California Stem Cell";"Biotechnology ";"acquired";2;2005-01-01 00:00:00;2009-12-21 00:00:00;0
"10794877";"Caliper Life Sciences";"Biotechnology ";"acquired";1;1995-01-01 00:00:00;2010-12-30 00:00:00;0
"92000000";"Calistoga Pharmaceuticals";"Pharmaceuticals ";"acquired";4;2006-01-01 00:00:00;2007-03-05 00:00:00;0
"104999998";"Calithera Biosciences";"Biotechnology ";"operating";6;2010-06-01 00:00:00;2010-07-08 00:00:00;0
"100000000";"Calix";"Telecommunications ";"operating";2;1999-01-01 00:00:00;2009-08-31 00:00:00;0
"180000";"Call Loop";"Messaging ";"operating";2;2009-01-01 00:00:00;2011-08-30 00:00:00;0
"25000";"CallGrader";"Sales and Marketing ";"operating";1;2011-08-01 00:00:00;2012-09-01 00:00:00;0
"6211154";"Callidus Biopharma";"Biotechnology ";"acquired";2;2010-01-01 00:00:00;2012-07-03 00:00:00;0
"450000";"CallidusCloud";"Technology ";"operating";1;1996-01-01 00:00:00;2010-01-08 00:00:00;0
"250000";"Callision";"Tech Field Support ";"operating";2;2011-02-28 00:00:00;2011-03-15 00:00:00;0
"42110889";"CallMiner";"Enterprise Software ";"operating";7;2002-01-01 00:00:00;2006-07-11 00:00:00;0
"4000000";"Callvine";"iPhone ";"operating";1;2011-04-01 00:00:00;2010-08-09 00:00:00;0
"1043000";"Calm";"Curated Web ";"operating";2;2012-05-04 00:00:00;2013-02-26 00:00:00;0
"2150000";"CalmSea";"Big Data ";"acquired";3;2009-01-01 00:00:00;2010-09-10 00:00:00;0
"10231974";"Calorics";"Biotechnology ";"operating";1;2010-01-01 00:00:00;2013-10-02 00:00:00;0
"8000000";"Calpurnia Corporation";"Software ";"acquired";1;2002-01-01 00:00:00;2006-01-17 00:00:00;0
"23040000";"CalStar Products";"Clean Technology ";"operating";2;2006-01-01 00:00:00;2008-11-03 00:00:00;0
"14383777";"Calsys";"Hardware + Software ";"operating";2;2007-01-01 00:00:00;2012-11-08 00:00:00;0
"250000";"Calvin";"Productivity Software ";"operating";1;2012-11-12 00:00:00;2012-11-01 00:00:00;0
"131750000";"Calxeda";"Data Centers ";"operating";5;2008-01-01 00:00:00;2010-08-16 00:00:00;0
"2313485";"Calypto Design Systems";"Software ";"operating";2;2002-01-01 00:00:00;2010-08-11 00:00:00;0
"8000000";"Calysta Energy";"Biotechnology ";"operating";2;2011-01-01 00:00:00;2011-05-23 00:00:00;0
"10000000";"Cambrian Genomics";"Biotechnology ";"operating";2;2011-01-01 00:00:00;2012-07-01 00:00:00;0
"60820022";"Cambrios Technologies";"Nanotechnology ";"operating";7;2002-01-01 00:00:00;2005-02-01 00:00:00;0
"121000000";"Cameron Health";"Health Care ";"operating";2;2001-01-01 00:00:00;2008-03-15 00:00:00;0
"700000";"Camgian Microsystems";"Semiconductors ";"operating";1;2006-01-01 00:00:00;2012-12-12 00:00:00;0
"16100000";"Camiant";"Web Hosting ";"acquired";2;2003-01-01 00:00:00;2005-03-29 00:00:00;0
"9666667";"CampaignerCRM";"CRM ";"operating";2;2004-01-01 00:00:00;2010-01-27 00:00:00;0
"200000";"CampEasy";"Local ";"operating";1;2011-05-01 00:00:00;2012-06-20 00:00:00;0
"289000";"Camperoo";"All Markets ";"operating";2;2013-01-01 00:00:00;2014-01-01 00:00:00;0
"490400";"Campus Bubble";"SaaS ";"operating";1;2012-03-01 00:00:00;2014-06-04 00:00:00;0
"40000";"Campus Cellect";"Software ";"operating";1;2005-01-01 00:00:00;2012-07-03 00:00:00;0
"3500000";"Campus Direct";"Curated Web ";"operating";1;2009-04-01 00:00:00;2009-10-15 00:00:00;0
"7250000";"Campus Explorer";"Search ";"operating";3;2007-01-01 00:00:00;2007-08-13 00:00:00;0
"1900000";"Campus Quad";"Curated Web ";"operating";2;2012-01-01 00:00:00;2013-10-30 00:00:00;0
"325000";"Campus Sentinel";"Software ";"operating";1;2011-01-01 00:00:00;2013-08-12 00:00:00;0
"55000";"Campus Shift";"Education ";"operating";2;2011-08-01 00:00:00;2012-03-22 00:00:00;0
"93000";"CampuScene";"Curated Web ";"operating";2;2011-01-01 00:00:00;2012-11-13 00:00:00;0
"200000";"CampusTap";"Education ";"operating";3;2012-03-01 00:00:00;2013-05-05 00:00:00;0
"63000000";"CAN Capital";"Finance ";"operating";2;1998-01-01 00:00:00;2012-01-01 00:00:00;0
"4250000";"Canara";"Software ";"operating";1;1992-01-01 00:00:00;2014-07-29 00:00:00;0
"11200000";"Canary";"Startups ";"operating";2;2012-01-01 00:00:00;2013-08-01 00:00:00;0
"600000";"CanaryHop";"Travel ";"operating";2;2012-01-15 00:00:00;2011-10-01 00:00:00;0
"6618000";"Cancer Genetics";"Health and Wellness ";"acquired";1;1999-01-01 00:00:00;2010-11-01 00:00:00;0
"6072500";"Cancer Prevention Pharmaceuticals";"Biotechnology ";"operating";3;2008-01-01 00:00:00;2009-08-17 00:00:00;0
"2000000";"Cancer Treatment Services International";"Biotechnology ";"operating";1;2006-01-01 00:00:00;2009-03-31 00:00:00;0
"2749999";"CancerGuide Diagnostics";"Biotechnology ";"operating";1;2006-01-01 00:00:00;2010-03-25 00:00:00;0
"11500000";"Candescent Eye Holdings";"Health and Wellness ";"operating";1;2011-01-01 00:00:00;2011-09-26 00:00:00;0
"961000";"CanDiag";"Biotechnology ";"operating";2;2010-11-01 00:00:00;2012-10-11 00:00:00;0
"155000";"Candy Lab";"Brand Marketing ";"operating";2;2011-04-15 00:00:00;2013-01-01 00:00:00;0
"34000000";"Canesta";"Hardware + Software ";"acquired";3;1999-01-01 00:00:00;2005-08-30 00:00:00;0
"550000";"Cangrade";"Human Resources ";"operating";2;2011-01-01 00:00:00;2012-03-21 00:00:00;0
"225000";"CannaBuild";"Healthcare Services ";"operating";1;2014-02-01 00:00:00;2014-06-12 00:00:00;0
"403000";"Cannae";"Software ";"operating";2;2006-01-01 00:00:00;2010-03-16 00:00:00;0
"1250000";"Cannonball";"Mobile ";"operating";2;2011-03-05 00:00:00;2013-10-11 00:00:00;0
"900000";"Cannonball Corporation";"Tablets ";"operating";1;2012-09-01 00:00:00;2013-10-11 00:00:00;0
"89500000";"Canopy Financial";"Finance ";"operating";4;2004-01-01 00:00:00;2008-01-01 00:00:00;0
"12400000";"Cantaloupe Systems";"Enterprise Software ";"operating";1;2003-01-01 00:00:00;2010-04-27 00:00:00;0
"2000000";"Cantimer";"Health Care ";"operating";1;2006-01-01 00:00:00;2008-03-14 00:00:00;0
"11077736";"Canvas";"Android ";"operating";7;2008-08-01 00:00:00;2008-08-01 00:00:00;0
"3000000";"CanWeNetwork";"iPhone ";"operating";1;2011-11-01 00:00:00;2012-03-01 00:00:00;0
"2300000";"Cap That";"E-Commerce ";"operating";1;2011-01-01 00:00:00;2012-11-20 00:00:00;0
"2000000";"Cape City Command";"Manufacturing ";"operating";1;2003-01-01 00:00:00;2013-08-30 00:00:00;0
"19950000";"Cape Clear Software";"Software ";"operating";2;1999-01-01 00:00:00;2006-04-18 00:00:00;0
"1200000000";"Cape Wind";"Clean Technology ";"operating";3;2001-01-01 00:00:00;2013-06-18 00:00:00;0
"86505616";"Capella Photonics";"Web Hosting ";"operating";9;2000-01-01 00:00:00;2005-09-21 00:00:00;0
"63000000";"Capital Access Network";"Finance ";"operating";2;1998-01-01 00:00:00;2011-02-07 00:00:00;0
"8400000";"Capital Bancorp";"Finance ";"operating";2;1998-01-01 00:00:00;2013-07-08 00:00:00;0
"5000000";"Capital Teas";"Hospitality ";"operating";1;2007-01-01 00:00:00;2014-03-27 00:00:00;0
"5899400";"CapLinked";"Enterprise Software ";"operating";8;2010-01-01 00:00:00;2010-06-01 00:00:00;0
"22219087";"CAPNIA";"Health Care ";"operating";4;1999-01-01 00:00:00;2004-05-03 00:00:00;0
"37889973";"Capricor";"Biotechnology ";"operating";5;2005-01-01 00:00:00;2009-12-31 00:00:00;0
"50500000";"Capriza";"Enterprise Software ";"operating";3;2011-06-14 00:00:00;2011-07-01 00:00:00;0
"1000000";"Capshare";"Finance Technology ";"operating";1;2011-05-01 00:00:00;2014-10-23 00:00:00;0
"20897849";"Capsilon Corporation";"Cloud Computing ";"operating";1;2004-01-01 00:00:00;2014-09-04 00:00:00;0
"28216178";"CapsoVision";"Health Care ";"operating";8;2005-01-01 00:00:00;2009-08-05 00:00:00;0
"1200000";"Captimo";"Finance ";"operating";2;2009-06-01 00:00:00;2010-08-01 00:00:00;0
"500000";"CaptiveMotion";"Games ";"operating";1;2006-01-01 00:00:00;2009-11-18 00:00:00;0
"5000000";"Capton";"Hospitality ";"operating";1;2003-01-01 00:00:00;2006-08-08 00:00:00;0
"27250000";"Captora";"Cloud Computing ";"operating";2;2012-01-01 00:00:00;2013-03-01 00:00:00;0
"16900000";"Captricity";"Data Integration ";"operating";5;2011-01-01 00:00:00;2011-10-01 00:00:00;0
"1945000";"Capture Educational Consulting Services";"Charter Schools ";"operating";2;2006-04-01 00:00:00;2014-03-31 00:00:00;0
"4600000";"Capture Media";"Location Based Services ";"operating";2;2012-02-15 00:00:00;2013-07-15 00:00:00;0
"1200000";"CaptureProof";"Health Care ";"operating";2;2012-02-01 00:00:00;2013-05-28 00:00:00;0
"1100000";"Car Guy Nation";"E-Commerce ";"closed";2;2011-01-01 00:00:00;2011-04-18 00:00:00;1
"200000";"Car Rentals Market";"Online Rental ";"operating";1;2013-03-03 00:00:00;2014-01-07 00:00:00;0
"28850000";"Carbon Design Systems";"Software ";"operating";6;2002-01-01 00:00:00;2005-09-20 00:00:00;0
"180000";"Carbon Salon";"Software ";"operating";1;2009-01-01 00:00:00;2011-11-14 00:00:00;0
"1000000";"Carbon38";"E-Commerce ";"operating";1;2012-01-01 00:00:00;2014-04-01 00:00:00;0
"5000000";"Carbonetworks";"Clean Technology ";"closed";1;2005-01-01 00:00:00;2008-07-01 00:00:00;1
"8467282";"CarbonFlow";"Software ";"operating";4;2006-01-01 00:00:00;2008-07-23 00:00:00;0
"67192715";"Carbonite";"Technology ";"operating";6;2006-05-01 00:00:00;2006-03-01 00:00:00;0
"30999999";"Carbylan BioSurgery";"Health Care ";"operating";3;2005-01-01 00:00:00;2007-11-26 00:00:00;0
"170000";"CarCareKiosk";"Curated Web ";"operating";1;2009-01-01 00:00:00;2010-06-16 00:00:00;0
"40000";"Card Isle";"Gift Card ";"operating";1;2013-10-01 00:00:00;2014-04-24 00:00:00;0
"3000000";"CARD.com";"P2P Money Transfer ";"operating";2;2012-01-01 00:00:00;2012-04-25 00:00:00;0
"4250000";"Cardagin Networks";"Mobile ";"operating";1;2009-07-21 00:00:00;2011-07-18 00:00:00;0
"4007170";"Cardax Pharma";"Biotechnology ";"operating";4;2006-01-01 00:00:00;2008-12-23 00:00:00;0
"6000000";"CardCash.com";"Gift Card ";"operating";2;2008-08-01 00:00:00;2013-11-07 00:00:00;0
"41535988";"Cardeas Pharma";"Pharmaceuticals ";"operating";2;2010-01-01 00:00:00;2012-03-16 00:00:00;0
"644840";"Cardeeo";"Software ";"operating";3;2009-01-01 00:00:00;2011-10-20 00:00:00;0
"2350000";"CardFlight";"Payments ";"operating";2;2013-02-01 00:00:00;2013-10-02 00:00:00;0
"10000000";"CARDFREE";"Mobile ";"operating";1;2012-11-01 00:00:00;2012-12-10 00:00:00;0
"4277763";"Cardia";"Automotive ";"operating";4;1998-01-01 00:00:00;2011-07-29 00:00:00;0
"44896923";"Cardiac Dimensions";"Medical Devices ";"operating";7;2001-01-01 00:00:00;2010-11-05 00:00:00;0
"10500249";"Cardiac Insight";"Biotechnology ";"operating";6;2008-01-01 00:00:00;2011-01-07 00:00:00;0
"5385380";"CardiaLen";"Biotechnology ";"operating";4;2008-01-01 00:00:00;2009-08-17 00:00:00;0
"45434000";"CardiAQ Valve Technologies";"Biotechnology ";"operating";4;2007-01-01 00:00:00;2009-05-12 00:00:00;0
"13797958";"Cardica";"Health Care ";"operating";3;1997-01-01 00:00:00;2009-10-01 00:00:00;0
"2300000";"Cardinal Blue Software";"Curated Web ";"operating";2;2009-12-01 00:00:00;2011-08-16 00:00:00;0
"200000000";"Cardinal Midstream";"Clean Technology ";"operating";1;2008-01-01 00:00:00;2013-05-14 00:00:00;0
"228990348";"CardioDx";"Biotechnology ";"operating";7;2004-01-01 00:00:00;2006-07-21 00:00:00;0
"36050344";"CardioInsight Technologies";"Health Care ";"operating";7;2006-01-01 00:00:00;2008-02-26 00:00:00;0
"71000000";"CardioKinetix";"Medical Devices ";"operating";3;2003-01-01 00:00:00;2011-09-21 00:00:00;0
"121211872";"CardioMEMS";"Medical Devices ";"acquired";4;2001-01-01 00:00:00;2009-04-25 00:00:00;0
"22000000";"CardioMind";"Biotechnology ";"closed";1;2003-01-01 00:00:00;2008-03-31 00:00:00;1
"300000";"CardioPhotonics";"Biotechnology ";"operating";1;2009-01-01 00:00:00;2010-02-10 00:00:00;0
"27205437";"Cardiorobotics";"Health Care ";"operating";5;2005-01-01 00:00:00;2009-09-15 00:00:00;0
"11300000";"Cardiosolutions";"Health Care ";"operating";2;2006-01-01 00:00:00;2011-09-06 00:00:00;0
"800000";"Cardiovascular Decisions";"Biotechnology ";"operating";1;2009-01-01 00:00:00;2009-10-18 00:00:00;0
"14511774";"CardiOx";"Biotechnology ";"operating";8;1996-01-01 00:00:00;2008-11-07 00:00:00;0
"66500000";"Cardioxyl Pharmaceuticals";"Biotechnology ";"operating";4;2005-01-01 00:00:00;2006-12-06 00:00:00;0
"20430335";"Cardiva Medical";"Health Care ";"operating";3;2002-07-01 00:00:00;2013-03-19 00:00:00;0
"1200000";"Cardize";"Contact Management ";"operating";1;2012-03-01 00:00:00;2013-03-04 00:00:00;0
"475000";"Cardley";"Financial Services ";"operating";1;2012-10-01 00:00:00;2013-07-15 00:00:00;0
"143000000";"Cardlytics";"Advertising ";"operating";3;2008-01-01 00:00:00;2011-09-08 00:00:00;0
"6215250";"Cardo Medical";"Biotechnology ";"operating";1;2007-05-01 00:00:00;2009-10-27 00:00:00;0
"3000000";"CarDomain Network";"Auto ";"acquired";1;1999-09-01 00:00:00;2007-06-29 00:00:00;0
"2030882";"CardStar";"iPhone ";"acquired";3;2008-12-01 00:00:00;2010-03-30 00:00:00;0
"1350000";"Care at Hand";"Mobile Enterprise ";"operating";2;2011-01-01 00:00:00;2012-06-01 00:00:00;0
"8832393";"Care Team Connect";"Curated Web ";"operating";3;2008-01-01 00:00:00;2011-09-16 00:00:00;0
"980000";"Care Technology Systems";"Health Care ";"operating";2;2010-01-01 00:00:00;2012-05-01 00:00:00;0
"525000";"Care Thread";"Health Care ";"operating";1;2011-09-01 00:00:00;2013-04-01 00:00:00;0
"110800000";"Care.com";"Customer Service ";"operating";6;2006-10-01 00:00:00;2006-11-01 00:00:00;0
"60000";"Care1 Urgent Care";"Medical ";"operating";1;2013-05-01 00:00:00;2014-02-09 00:00:00;0
"12600000";"CareCam Health Systems";"Software ";"operating";3;2005-01-01 00:00:00;2012-05-08 00:00:00;0
"81900000";"CareCloud";"Electronic Health Records ";"operating";6;2009-01-05 00:00:00;2010-01-19 00:00:00;0
"4039845";"CareDox";"Health and Wellness ";"operating";2;2010-10-01 00:00:00;2011-04-25 00:00:00;0
"100000";"Careerflo";"Staffing Firms ";"operating";1;2013-01-01 00:00:00;2013-01-01 00:00:00;0
"450000";"CareerStarter";"Human Resources ";"operating";2;2012-10-01 00:00:00;2013-01-01 00:00:00;0
"1325000";"CareFamily";"Biotechnology ";"operating";2;2010-01-01 00:00:00;2012-01-13 00:00:00;0
"600000";"CareFlash";"Social Media ";"operating";1;2007-05-01 00:00:00;2007-08-01 00:00:00;0
"2600000";"CareinSync";"Software ";"acquired";3;2012-01-01 00:00:00;2012-06-06 00:00:00;0
"7000000";"CareKinesis";"Health Care ";"operating";3;2010-01-01 00:00:00;2010-10-11 00:00:00;0
"5746508";"CareLinx";"Curated Web ";"operating";2;2011-12-01 00:00:00;2012-04-01 00:00:00;0
"1700000";"CareLuLu";"Curated Web ";"operating";1;2013-01-01 00:00:00;2014-11-01 00:00:00;0
"2100000";"Caremerge";"Senior Citizens ";"operating";1;2010-12-01 00:00:00;2013-07-11 00:00:00;0
"3700000";"CareMessage";"Health and Wellness ";"operating";1;2012-05-01 00:00:00;2014-11-14 00:00:00;0
"17334450";"Carena";"Health Care ";"operating";3;2000-01-01 00:00:00;2010-06-18 00:00:00;0
"60000000";"CarePayment";"Health Care ";"operating";1;2004-01-01 00:00:00;2014-05-13 00:00:00;0
"500000";"Carepeutics";"Biotechnology ";"operating";1;2009-01-01 00:00:00;2011-08-11 00:00:00;0
"375000";"CarePoint Health";"Health Care ";"operating";1;2007-01-01 00:00:00;2014-08-25 00:00:00;0
"27000000";"CarePoint Partners";"Networking ";"acquired";1;1999-03-01 00:00:00;2011-01-19 00:00:00;0
"214448";"CarePoint Solutions";"Biotechnology ";"operating";1;2012-01-01 00:00:00;2012-07-13 00:00:00;0
"2400000000";"Carestream";"Biotechnology ";"operating";1;2007-01-01 00:00:00;2013-06-12 00:00:00;0
"4250000";"CareSync";"Health Care Information Technology ";"operating";1;2011-10-01 00:00:00;2014-10-21 00:00:00;0
"1210332";"CareXtend";"Health Care ";"operating";1;2012-07-16 00:00:00;2013-04-12 00:00:00;0
"13000000";"CareZone";"Health Care ";"operating";1;2010-10-01 00:00:00;2012-05-01 00:00:00;0
"2600000";"Cargomatic";"Logistics ";"operating";1;2013-01-01 00:00:00;2014-06-24 00:00:00;0
"240000";"Carhoots.com";"Automotive ";"operating";1;2012-01-01 00:00:00;2013-06-01 00:00:00;0
"150000";"CarHound";"Auctions ";"closed";1;2011-04-01 00:00:00;2012-01-01 00:00:00;1
"2914942";"Caribou Biosciences";"Biotechnology ";"operating";1;2011-01-01 00:00:00;2014-10-03 00:00:00;0
"435000";"Cariloop";"Biotechnology ";"operating";2;2012-07-01 00:00:00;2013-09-13 00:00:00;0
"1937378";"Carina Technology";"Hardware + Software ";"operating";2;2003-01-01 00:00:00;2010-01-21 00:00:00;0
"6932079";"Caringo";"Software ";"operating";2;2005-01-01 00:00:00;2010-05-07 00:00:00;0
"7025000";"Carlotz";"E-Commerce ";"operating";3;2011-01-01 00:00:00;2011-04-14 00:00:00;0
"4142168";"Carlson Wireless";"Internet ";"operating";4;1999-01-01 00:00:00;2009-04-27 00:00:00;0
"1320000";"Carlypso";"Automotive ";"operating";2;2013-08-01 00:00:00;2013-10-01 00:00:00;0
"4244615";"Carmell Therapeutics";"Biotechnology ";"operating";5;2007-01-01 00:00:00;2008-01-31 00:00:00;0
"2000000";"Carmenta Bioscience";"Biotechnology ";"operating";1;2012-04-09 00:00:00;2013-08-07 00:00:00;0
"11000";"Carmichael & Co. USA";"Sports ";"operating";1;2014-03-27 00:00:00;2014-03-06 00:00:00;0
"1600000";"Carmolex";"Biotechnology ";"operating";2;2012-06-04 00:00:00;2012-05-22 00:00:00;0
"2050158";"Carmot Therapeutics";"Biotechnology ";"operating";2;2008-01-01 00:00:00;2010-04-23 00:00:00;0
"594000";"Carnegie Robotics";"Manufacturing ";"operating";1;2010-01-01 00:00:00;2010-08-24 00:00:00;0
"16461305";"Carnegie Speech";"Collaboration ";"operating";7;2001-01-01 00:00:00;2007-11-12 00:00:00;0
"2250000";"CarNinja, Inc";"Automotive ";"operating";1;2014-04-01 00:00:00;2014-04-18 00:00:00;0
"2400000";"Carnival";"Internet ";"operating";1;2008-01-01 00:00:00;2013-08-27 00:00:00;0
"400000";"Carnot Compression";"Oil & Gas ";"operating";1;2014-01-01 00:00:00;2014-01-07 00:00:00;0
"150000";"CaroGen";"Biotechnology ";"operating";1;2012-01-01 00:00:00;2013-09-09 00:00:00;0
"2250000";"Carolus Therapeutics";"Biotechnology ";"operating";1;2007-01-01 00:00:00;2013-03-05 00:00:00;0
"300000000";"Carrier Energy Partners";"Clean Technology ";"operating";1;2013-01-01 00:00:00;2013-10-11 00:00:00;0
"42000000";"Carrier IQ";"Mobile ";"operating";3;2005-01-01 00:00:00;2006-08-08 00:00:00;0
"10000";"Carrier Mobile";"Software ";"operating";1;2009-05-01 00:00:00;2009-05-28 00:00:00;0
"6230899";"Cartasite";"Gps ";"operating";3;2004-02-01 00:00:00;2004-01-01 00:00:00;0
"1230000";"Cartavi";"File Sharing ";"acquired";1;2009-01-01 00:00:00;2012-11-13 00:00:00;0
"1313000";"CartCrunch";"Mobile ";"operating";4;2011-11-01 00:00:00;2011-12-01 00:00:00;0
"40000";"Carte Blanche";"Fashion ";"operating";1;2013-01-01 00:00:00;2013-08-23 00:00:00;0
"44120664";"Cartera Commerce";"Shopping ";"operating";6;2005-01-01 00:00:00;2006-03-13 00:00:00;0
"30000000";"Carticept Medical";"Health Care ";"operating";2;2005-01-01 00:00:00;2010-03-10 00:00:00;0
"130000";"Carticipate";"Mobile ";"closed";1;2008-05-22 00:00:00;2008-05-18 00:00:00;1
"6350000";"Cartilix";"Biotechnology ";"operating";1;2004-01-01 00:00:00;2006-03-01 00:00:00;0
"5800000";"Cartiva";"Biotechnology ";"operating";2;2011-01-01 00:00:00;2013-07-15 00:00:00;0
"8000000";"CartoDB";"Location Based Services ";"operating";1;2012-02-01 00:00:00;2014-09-10 00:00:00;0
"120000";"CartRescuer";"Sales and Marketing ";"operating";1;2013-04-01 00:00:00;2013-02-03 00:00:00;0
"250000";"Cartup Commerce";"Web Development ";"operating";1;2010-07-01 00:00:00;2010-08-01 00:00:00;0
"10850000";"CarWoo!";"Automotive ";"closed";4;2008-10-01 00:00:00;2009-06-01 00:00:00;1
"350000";"CarZen";"Cars ";"acquired";1;2008-05-01 00:00:00;2008-05-01 00:00:00;0
"99614399";"Casa Systems";"Web Hosting ";"operating";2;2003-01-01 00:00:00;2009-07-08 00:00:00;0
"18799999";"Casabi";"Mobile ";"acquired";3;2004-01-01 00:00:00;2005-12-19 00:00:00;0
"1448932";"Cascade Prodrug";"Biotechnology ";"operating";2;2009-01-01 00:00:00;2012-02-12 00:00:00;0
"65529";"CaseMetrix";"Search ";"operating";1;2012-06-06 00:00:00;2012-06-22 00:00:00;0
"31564207";"Casenet";"Software ";"operating";6;2002-01-01 00:00:00;2009-10-20 00:00:00;0
"250000";"Casentric";"Software ";"operating";1;2010-01-01 00:00:00;2013-02-06 00:00:00;0
"570000";"CaseRails";"Document Management ";"operating";2;2013-05-01 00:00:00;2013-09-01 00:00:00;0
"2385262";"CaseReader";"Biotechnology ";"operating";1;2006-01-01 00:00:00;2011-08-11 00:00:00;0
"4000000";"CaseRev";"Enterprise Software ";"operating";1;2002-01-01 00:00:00;2006-08-03 00:00:00;0
"1104641";"CaseStack";"Distributors ";"operating";2;1999-01-01 00:00:00;2009-08-05 00:00:00;0
"1800000";"Casetext";"Legal ";"operating";1;2013-05-01 00:00:00;2013-10-01 00:00:00;0
"35000000";"Cash4Gold";"Finance ";"operating";2;2007-01-01 00:00:00;2008-12-01 00:00:00;0
"1900000";"CashBet";"Software ";"operating";2;2012-12-21 00:00:00;2012-01-01 00:00:00;0
"25320000";"CashEdge";"Finance ";"acquired";3;1999-01-01 00:00:00;2003-02-03 00:00:00;0
"200000";"Cashier Live";"SaaS ";"operating";1;2009-01-01 00:00:00;2009-01-01 00:00:00;0
"750000";"Cashkaro";"E-Commerce ";"operating";1;2012-11-01 00:00:00;2013-07-03 00:00:00;0
"28000000";"CashStar";"Social Network Media ";"operating";5;2007-12-01 00:00:00;2008-01-01 00:00:00;0
"120000";"Casinity";"Social Media ";"operating";1;2013-09-01 00:00:00;2013-09-27 00:00:00;0
"12500000";"Cask";"Development Platforms ";"operating";2;2011-11-01 00:00:00;2012-01-25 00:00:00;0
"14950000";"Casper";"E-Commerce ";"operating";2;2013-11-01 00:00:00;2014-01-15 00:00:00;0
"15000000";"Cassatt";"Software ";"acquired";1;2003-01-01 00:00:00;2006-03-01 00:00:00;0
"32999997";"Cast Iron Systems";"Software ";"acquired";3;2001-01-01 00:00:00;2005-03-28 00:00:00;0
"6912587";"Castle Biosciences";"Biotechnology ";"operating";7;2008-01-01 00:00:00;2009-03-20 00:00:00;0
"200000";"Castle Hill";"Curated Web ";"operating";1;2011-01-01 00:00:00;2013-09-19 00:00:00;0
"1408763";"Castlewood Surgical";"Biotechnology ";"operating";4;2001-01-01 00:00:00;2010-12-01 00:00:00;0
"176999999";"Castlight Health";"Technology ";"operating";3;2008-01-01 00:00:00;2009-09-09 00:00:00;0
"475000";"CASTT";"Software ";"operating";1;2010-01-01 00:00:00;2011-10-31 00:00:00;0
"3100000";"CastTV";"Games ";"acquired";2;2006-01-01 00:00:00;2006-01-01 00:00:00;0
"17500002";"Casual Collective";"Software ";"operating";1;2007-01-01 00:00:00;2011-08-03 00:00:00;0
"1560000";"Casualing";"Mobile ";"operating";2;2011-04-01 00:00:00;2012-06-01 00:00:00;0
"107110000";"Catabasis Pharmaceuticals";"Biotechnology ";"operating";8;2008-01-01 00:00:00;2010-01-15 00:00:00;0
"250000";"Catacel";"Clean Technology ";"operating";1;2001-01-01 00:00:00;2010-04-07 00:00:00;0
"7800000";"Catalog Spree";"Retail ";"operating";2;2010-01-01 00:00:00;2011-03-05 00:00:00;0
"300000";"Catalyst Energy Technology";"Hardware + Software ";"operating";1;2008-01-01 00:00:00;2010-06-21 00:00:00;0
"991000";"Catalyst IT Services";"Consulting ";"operating";4;2000-01-01 00:00:00;2012-01-10 00:00:00;0
"10000000";"Catalyst Mobile";"Games ";"operating";1;2006-01-01 00:00:00;2007-10-09 00:00:00;0
"31012393";"Catalyst Repository Systems";"Ediscovery ";"operating";1;2000-09-01 00:00:00;2012-04-16 00:00:00;0
"2045000";"Catalyze";"Cloud Infrastructure ";"operating";2;2013-04-13 00:00:00;2013-05-31 00:00:00;0
"4100000";"Catapult Health";"Health and Wellness ";"operating";4;2010-01-01 00:00:00;2011-01-05 00:00:00;0
"13480000";"CATASYS";"Biotechnology ";"operating";10;2009-01-01 00:00:00;2011-07-18 00:00:00;0
"6500000";"Catavolt";"Enterprise Software ";"operating";2;2008-01-01 00:00:00;2012-09-28 00:00:00;0
"12000000";"Catbird";"Security ";"operating";2;2000-01-01 00:00:00;2012-12-19 00:00:00;0
"3500000";"Catch Media";"Curated Web ";"operating";1;2003-01-01 00:00:00;2011-02-24 00:00:00;0
"9300000";"Catch.com";"Mobile ";"acquired";2;2008-10-31 00:00:00;2010-06-02 00:00:00;0
"2599984";"Catchafire";"Nonprofits ";"operating";2;2009-01-01 00:00:00;2010-05-20 00:00:00;0
"5500000";"CatchFree";"File Sharing ";"operating";1;2010-09-01 00:00:00;2011-01-06 00:00:00;0
"10765001";"Catchpoint Systems";"Analytics ";"operating";4;2008-09-15 00:00:00;2009-12-09 00:00:00;0
"2000000";"CatchSquare";"Sports ";"operating";1;2014-07-04 00:00:00;2014-07-05 00:00:00;0
"25000";"CaterCow";"Specialty Foods ";"operating";1;2012-06-01 00:00:00;2012-06-04 00:00:00;0
